SurgicalService,Name,axa_name,axa_severity,protocolised_adm
General Surgery,EXCISION OF CYST,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
Urology,EXCISION OF CYST OF EPIDIDYMIS,Excision of epididymal cyst,Intermediate,No
ENT,EXCISION OF CYST OF EPIGLOTTIS,"Microlaryngoscopy/laryngoscopy +/- biopsy, excision of lesion, polyp or cyst",Intermediate,No
Gynaecology,EXCISION OF CYST OF OVARY,Ovarian cystectomy +/- omental biopsy (as sole procedure and including bilateral),Major,No
Gynaecology Oncology,EXCISION OF CYST OF OVARY,Ovarian cystectomy +/- omental biopsy (as sole procedure and including bilateral),Major,No
Thoracic Surgery,EXCISION OF CYST OF PERICARDIUM,Open excision of mediastinal tumour including congenital cysts/posterior chest wall lesions,Xmajor,Yes
General Surgery,EXCISION OF CYST OF THYROID,Partial thyroidectomy (not elsewhere classified),Major,No
Head and Neck,EXCISION OF DENTIGEROUS CYST OF MAXILLA,Excision of lesion of jaw,Intermediate,No
Orthopaedics,EXCISION OF DISTAL CLAVICLE,"Excision distal clavicle, as sole procedure",Major,No
Urology,EXCISION OF ENTIRE RIGHT TESTIS BY INGUINAL APPROACH,Laparoscopic orchidectomy,Intermediate,No
Orthopaedics,EXCISION OF EXOSTOSIS OF BONE,Partial excision of bone (including exostoses) Intermediate,Intermediate,No
General Surgery,EXCISION OF EXTRAADRENAL PARAGANGLIOMA,-,Unknown,No
Urology,EXCISION OF FEMALE URETHRAL DIVERTICULUM,"Simple urethroplasty, eg primary repair, segment, anterior urethra (including cystoscopy)",Major,No
Head and Neck,EXCISION OF GLOMUS TUMOUR IN THE NECK,Radical dissection of cervical lymph nodes,Complex,Yes
Gynaecology,EXCISION OF GONAD FROM INGUINAL CANAL,Orchidectomy and excision of spermatic cord (+/- insertion of prosthesis),Intermediate,No
Gynaecology,EXCISION OF GROUP OF LYMPH NODES,Block dissection of pelvic lymph nodes (as sole procedure),Major,No
Gynaecology Oncology,EXCISION OF GROUP OF LYMPH NODES,Block dissection of pelvic lymph nodes (as sole procedure),Major,No
Orthopaedics,EXCISION OF HETEROTOPIC BONE FROM MUSCLE,Excision of ectopic bone,Minor,No
Orthopaedics,EXCISION OF HETEROTOPIC BONE FROM MUSCLE OF HAND,Excision of ectopic bone,Minor,No
Gynaecology,EXCISION OF INGUINAL LYMPH NODES,Block dissection of pelvic lymph nodes (as sole procedure),Major,No
Urology,EXCISION OF INGUINAL LYMPH NODES,Block dissection of pelvic lymph nodes (as sole procedure),Major,No
Urology,EXCISION OF INGUINAL LYMPH NODES GROUP,Block dissection of pelvic lymph nodes (as sole procedure),Major,No
Head and Neck,EXCISION OF INTRAMUSCULAR LIPOMA,"Excision of lesion of skin or subcutaneous tissue - up to three, Head & Neck (excluding lipoma)",Minor,No
Thoracic Surgery,EXCISION OF KELOID,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
General Surgery,EXCISION OF LEFT ADRENAL GLAND,Adrenalectomy - unilateral (open),Major,No
Head and Neck,EXCISION OF LEFT LOBE OF THYROID GLAND,Total thyroid lobectomy and isthmectomy,Major,No
General Surgery,EXCISION OF LEFT LOBE OF THYROID GLAND,Total thyroid lobectomy and isthmectomy,Major,No
,EXCISION OF LEFT LOBE OF THYROID GLAND,Total thyroid lobectomy and isthmectomy,Major,No
Gynaecology,EXCISION OF LEFT SIDE OF VULVA,Simple vulvectomy,Major,No
Head and Neck,EXCISION OF LEFT SUBMANDIBULAR GLAND,Excision of submandibular gland,Intermediate,No
Head and Neck,EXCISION OF LESION FROM FLOOR OF MOUTH,"Therapeutic Panendoscopy +/- excision biopsy, excision or destruction of lesions",Intermediate,No
Head and Neck,EXCISION OF LESION FROM SOFT TISSUE OF FACE,Primary excision of malignant lesion - head and neck,Intermediate,No
Colorectal Surgery,EXCISION OF LESION OF ABDOMINAL WALL,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
Gynaecology,EXCISION OF LESION OF ABDOMINAL WALL,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
Orthopaedics,EXCISION OF LESION OF ANKLE JOINT,Therapeutic arthroscopic operation on cavity of joint (not otherwise specified) (as sole procedure),Major,No
Urology,EXCISION OF LESION OF ANTERIOR ABDOMINAL WALL,Removal of benign lesion in muscle or deeper tissue (excluding lipoma),Intermediate,No
Gynaecology,EXCISION OF LESION OF ANTERIOR ABDOMINAL WALL,Removal of benign lesion in muscle or deeper tissue (excluding lipoma),Intermediate,No
General Surgery,EXCISION OF LESION OF ANTERIOR ABDOMINAL WALL,Removal of benign lesion in muscle or deeper tissue (excluding lipoma),Intermediate,No
General Surgery,EXCISION OF LESION OF ANTERIOR ABDOMINAL WALL AND INSERT OF PROSTHETIC MATERIAL INTO ANTERIOR ABDOMINAL WALL,Open repair of incisional hernia requiring mesh,Intermediate,No
Colorectal Surgery,EXCISION OF LESION OF ANUS,Excision of lesion of anus,Minor,No
ENT,EXCISION OF LESION OF AURICLE OF EAR,Excision accessory auricle/preauricular appendage,Minor,No
Breast Surgery,EXCISION OF LESION OF BREAST,Excision of breast lump/fibroadenoma,Intermediate,No
ENT,EXCISION OF LESION OF BUCCAL MUCOSA,"Therapeutic Panendoscopy +/- excision biopsy, excision or destruction of lesions",Intermediate,No
Orthopaedics,EXCISION OF LESION OF BURSA,Excision of bursa,Intermediate,No
Head and Neck,EXCISION OF LESION OF CHEEK,"Excision of lesion of skin or subcutaneous tissue - up to three, Head & Neck (excluding lipoma)",Minor,No
Thoracic Surgery,EXCISION OF LESION OF CHEST WALL,Excision of chest wall tumour - without chest wall reconstruction,Xmajor,Yes
Urology,EXCISION OF LESION OF EPIDIDYMIS,Excision of epididymal cyst,Intermediate,No
,EXCISION OF LESION OF EXTERNAL EAR,Excision of lesion of pinna,Intermediate,No
Maxillo-Facial Surgery,EXCISION OF LESION OF GINGIVA,Removal of excess mucosa from mouth,Intermediate,No
Urology,EXCISION OF LESION OF INGUINAL REGION,Sentinel lymph node biopsy for melanoma,Intermediate,No
Head and Neck,EXCISION OF LESION OF LARYNX USING LASER,Laser surgery to vocal cord (including microlaryngoscopy),Intermediate,No
Thoracic Surgery,EXCISION OF LESION OF LUNG,Open excision of lesion of lung,Complex,Yes
Head and Neck,EXCISION OF LESION OF MANDIBLE,Excision of lesion of jaw,Intermediate,No
Head and Neck,EXCISION OF LESION OF MAXILLA,Partial maxillectomy for malignancy,Xmajor,No
Thoracic Surgery,EXCISION OF LESION OF MEDIASTINUM,Open resection of invasive mediastinal tumour,Complex,Yes
ENT,EXCISION OF LESION OF MIDDLE EAR,Middle ear polypectomy,Minor,No
Head and Neck,EXCISION OF LESION OF MOUTH,Excision/destruction of lesion of mouth,Minor,No
Head and Neck,EXCISION OF LESION OF NASAL SINUS,"Therapeutic Panendoscopy +/- excision biopsy, excision or destruction of lesions",Intermediate,No
ENT,EXCISION OF LESION OF NASAL SINUS,"Therapeutic Panendoscopy +/- excision biopsy, excision or destruction of lesions",Intermediate,No
Head and Neck,EXCISION OF LESION OF NOSE,Excision of lesion of internal nose,Minor,No
Gynaecology,EXCISION OF LESION OF OMENTUM,Wedge excision or removal of omentum (as sole procedure),Major,No
Head and Neck,EXCISION OF LESION OF ORAL CAVITY,Excision/destruction of lesion of mouth,Minor,No
Head and Neck,EXCISION OF LESION OF OROPHARYNX,Excision/destruction of lesion of mouth,Minor,No
Head and Neck,EXCISION OF LESION OF PALATE,"Therapeutic Panendoscopy +/- excision biopsy, excision or destruction of lesions",Intermediate,No
Head and Neck,EXCISION OF LESION OF PAROTID GLAND,Excision of parotid gland (other than F4410/F4430),Major,No
Gynaecology,EXCISION OF LESION OF PELVIC WALL,Removal of benign lesion in muscle or deeper tissue (excluding lipoma),Intermediate,No
Urology,EXCISION OF LESION OF PERIPROSTATIC TISSUE,Open excision of prostatatic adenoma,Major,No
Urology,EXCISION OF LESION OF SCROTUM,Exploration of testis (including biopsy),Intermediate,No
Head and Neck,EXCISION OF LESION OF SKIN,"Excision of lesion of skin or subcutaneous tissue - up to three, Head & Neck (excluding lipoma)",Minor,No
Breast Surgery,EXCISION OF LESION OF SKIN OF BREAST,Excision of breast lump/fibroadenoma,Intermediate,No
Gynaecology,EXCISION OF LESION OF SKIN OF GROIN REGION,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
General Surgery,EXCISION OF LESION OF SKIN OF GROIN REGION,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
Head and Neck,EXCISION OF LESION OF SKIN OF HEAD,"Excision of lesion of skin or subcutaneous tissue - up to three, Head & Neck (excluding lipoma)",Minor,No
Head and Neck,EXCISION OF LESION OF SKIN OF NECK,"Excision of lesion of skin or subcutaneous tissue - up to three, Head & Neck (excluding lipoma)",Minor,No
Head and Neck,EXCISION OF LESION OF SOFT PALATE,Excision/destruction of lesion of palate,Intermediate,No
Urology,EXCISION OF LESION OF SOFT TISSUE,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
Orthopaedics,EXCISION OF LESION OF SOFT TISSUE,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
ENT,EXCISION OF LESION OF SOFT TISSUE,"Excision of lesion of skin or subcutaneous tissue - up to three, Head & Neck (excluding lipoma)",Minor,No
Urology,EXCISION OF LESION OF TESTIS,Excision of lesion of testis,Intermediate,No
Thoracic Surgery,EXCISION OF LESION OF THYMUS,Thymectomy for myasthenia gravis/thymoma,Major,Yes
General Surgery,EXCISION OF LESION OF THYROID,Partial thyroidectomy (not elsewhere classified),Major,No
Head and Neck,EXCISION OF LESION OF TONGUE,Excision/destruction of lesion of tongue,Intermediate,No
,EXCISION OF LESION OF TONGUE,Excision/destruction of lesion of tongue,Intermediate,No
Urology,EXCISION OF LESION OF URETHRA,"Simple urethroplasty, eg primary repair, segment, anterior urethra (including cystoscopy)",Major,No
Gynaecology,EXCISION OF LESION OF VAGINA,Excision of lesion of vagina (e.g. warts and cysts),Intermediate,No
Urology,EXCISION OF LESION OF VAGINA,Excision of lesion of vagina (e.g. warts and cysts),Intermediate,No
Head and Neck,EXCISION OF LESION OF VAGUS NERVE (X),Excision of lesion of major nerve,Intermediate,No
Urology,EXCISION OF LESION ON PENIS,Excision of lesion of penis,Intermediate,No
Head and Neck,EXCISION OF LIPOMA,"Excision of lesion of skin or subcutaneous tissue - up to three, Head & Neck (excluding lipoma)",Minor,No
Colorectal Surgery,EXCISION OF LIPOMA,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
General Surgery,EXCISION OF LIPOMA,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
General Surgery,EXCISION OF LIPOMA OF BACK,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
Colorectal Surgery,EXCISION OF LIPOMA OF BACK,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
,EXCISION OF LIPOMA OF SHOULDER,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
Head and Neck,EXCISION OF LIPOMA OF SUBCUTANEOUS TISSUE,"Excision of lesion of skin or subcutaneous tissue - up to three, Head & Neck (excluding lipoma)",Minor,No
Head and Neck,EXCISION OF LIPOMA OF SUBCUTANEOUS TISSUE OF NECK,"Excision of lesion of skin or subcutaneous tissue - up to three, Head & Neck (excluding lipoma)",Minor,No
Thoracic Surgery,EXCISION OF LUNG OR BRONCHUS,Pneumonectomy,Complex,Yes
Gynaecology,EXCISION OF LYMPH NODE,Block dissection of pelvic lymph nodes (as sole procedure),Major,No
Head and Neck,EXCISION OF LYMPH NODE,Biopsy/sampling of cervical lymph nodes,Minor,No
Urology,EXCISION OF LYMPH NODE,Block dissection of pelvic lymph nodes (as sole procedure),Major,No
Urology,EXCISION OF LYMPHOEDEMATOUS TISSUE OF SCROTUM,Excision of lesion of testis,Intermediate,No
Urology,EXCISION OF LYMPHOEDEMATOUS TISSUE PLUS FULL THICKNESS SKIN GRAFT,"Split autograft of skin, trunk and limbs – up to 25cm2 in area",Intermediate,No
Head and Neck,EXCISION OF MAJOR SALIVARY GLAND,Excision of sublingual gland,Intermediate,No
Head and Neck,EXCISION OF MALIGNANT LESION OF SCALP AND NECK,Primary excision of malignant lesion - head and neck,Intermediate,No
Head and Neck,EXCISION OF MALIGNANT NEOPLASM OF MANDIBLE,Extensive segmental excision of mandible,Xmajor,No
Head and Neck,EXCISION OF MALIGNANT SKIN TUMOUR,Primary excision of malignant lesion - head and neck,Intermediate,No
Breast Surgery,EXCISION OF MALIGNANT TUMOUR OF BREAST,Wide local excision of breast +/- local mobilisation of glandular breast tissue to fill surgical cavity,Intermediate,No
Head and Neck,EXCISION OF MANDIBLE,Excision of mandible,Major,No
Head and Neck,EXCISION OF MASS OF NECK,Radical dissection of cervical lymph nodes,Complex,Yes
General Surgery,EXCISION OF MECKEL'S DIVERTICULUM,Open resectionof small intestine tumour,Major,No
Head and Neck,EXCISION OF MEDIAL PART OF MAXILLA AND NASAL TURBINATE,Partial maxillectomy for malignancy,Xmajor,No
,EXCISION OF MEDIAL PART OF MAXILLA AND NASAL TURBINATE,Partial maxillectomy for malignancy,Xmajor,No
Thoracic Surgery,EXCISION OF MEDIASTINAL TUMOUR,Open resection of invasive mediastinal tumour,Complex,Yes
Head and Neck,EXCISION OF MELANOMA,Primary excision of malignant lesion - head and neck,Intermediate,No
Orthopaedics,EXCISION OF MENISCUS OF ACROMIOCLAVICULAR JOINT,Therapeutic arthroscopy operation on cavity of joint (not otherwise specified) (as sole procedure),Major,No
Orthopaedics,EXCISION OF MENISCUS OF STERNOCLAVICULAR JOINT,Arthroscopic meniscectomy (including debridement),Major,No
Orthopaedics,EXCISION OF MORTON'S NEUROMA OF PERIPHERAL NERVE,Excision of lesion of peripheral nerve (eg neurilemoma),Intermediate,No
ENT,EXCISION OF NASAL DERMOID,Excision of lesion of internal nose,Minor,No
Head and Neck,EXCISION OF NECK LUMP,Radical dissection of cervical lymph nodes,Complex,Yes
Head and Neck,EXCISION OF NEOPLASM OF SOFT TISSUE OF FACE,Primary excision of malignant lesion - head and neck,Intermediate,No
Orthopaedics,EXCISION OF OLECRANON BURSA,Excision of bursa,Intermediate,No
Orthopaedics,EXCISION OF OSTEOPHYTE,Partial excision of bone (including exostoses),Intermediate,No
Orthopaedics,EXCISION OF OVERGROWTH OF BONE,Partial excision of bone (including exostoses) ,Intermediate,No
Head and Neck,EXCISION OF PAPILLOMA,"Excision of lesion of skin or subcutaneous tissue - up to three, Head & Neck (excluding lipoma)",Minor,No
Head and Neck,EXCISION OF PARAPHARYNGEAL MASS,Removal of lesion of para-pharyngeal space,Major,No
Breast Surgery,EXCISION OF PART OF LEFT BREAST,Wide local excision of breast +/- local mobilisation of glandular breast tissue to fill surgical cavity,Intermediate,No
Breast Surgery,EXCISION OF PART OF RIGHT BREAST,Wide local excision of breast +/- local mobilisation of glandular breast tissue to fill surgical cavity,Intermediate,No
Urology,EXCISION OF PELVIC LYMPH NODE,"Excision biopsy of lymph node for diagnosis (cervical, inguinal, axillary)",Intermediate,No
Gynaecology,EXCISION OF PELVIC LYMPH NODE,"Excision biopsy of lymph node for diagnosis (cervical, inguinal, axillary)",Intermediate,No
General Surgery,EXCISION OF PERIANAL LESION,Perianal excision of lesion of rectum (including sigmoidoscopy),Intermediate,No
Orthopaedics,EXCISION OF PERIPHERAL NEUROMA,Excision of lesion of peripheral nerve (eg neurilemoma),Intermediate,No
Urology,EXCISION OF PEYRONIE'S DISEASE PENILE PLAQUE,Operation for Peyronie's disease (eg Nesbitt's),Intermediate,No
ENT,EXCISION OF PHARYNGEAL POUCH,Open operation(s) on pharyngeal pouch,Major,No
Colorectal Surgery,EXCISION OF PILONIDAL SINUS,Excision of pilonidal sinus and suture/skin graft,Intermediate,No
Colorectal Surgery,EXCISION OF PILONIDAL SINUS AND CLOSURE WITH SKIN FLAP,Excision of pilonidal sinus and suture/skin graft,Intermediate,No
,EXCISION OF PILONIDAL SINUS AND CLOSURE WITH SKIN FLAP,Excision of pilonidal sinus and suture/skin graft,Intermediate,No
General Surgery,EXCISION OF PRESACRAL LESION,Excision of presacral tumour,Intermediate,No
Gynaecology,EXCISION OF PRESACRAL TUMOUR,Posterior exenteration of pelvis,Complex,Yes
Head and Neck,EXCISION OF RANULA OF SUBLINGUAL GLAND,Excision of sublingual gland,Intermediate,No
Colorectal Surgery,EXCISION OF RECTAL MUCOSA,Perianal excision of lesion of rectum (including sigmoidoscopy),Intermediate,No
Head and Neck,EXCISION OF RECURRENT THYROGLOSSAL DUCT CYST,Excision of thyroglossal cyst/tract,Intermediate,No
Thoracic Surgery,EXCISION OF REGIONAL LYMPH NODES,Block dissection of axillary lymph nodes (axillary clearance levels 1-3),Major,Yes
Thoracic Surgery,EXCISION OF RIB,Resection of rib and open drainage of pleural cavity,Major,Yes
General Surgery,EXCISION OF RIGHT ADRENAL GLAND,Adrenalectomy - unilateral (open),Major,No
Head and Neck,EXCISION OF RIGHT HALF OF TONGUE,Partial glossectomy for malignancy,Major,No
Head and Neck,EXCISION OF RIGHT LOBE OF THYROID GLAND,Total thyroid lobectomy and isthmectomy,Major,No
General Surgery,EXCISION OF RIGHT LOBE OF THYROID GLAND,Total thyroid lobectomy and isthmectomy,Major,No
Gynaecology,EXCISION OF RIGHT SIDE OF VULVA,Simple vulvectomy,Major,No
Head and Neck,EXCISION OF RIGHT SUBMANDIBULAR GLAND,Excision of submandibular gland,Intermediate,No
Urology,EXCISION OF RIGHT TESTIS,Laparoscopic orchidectomy,Intermediate,No
Gynaecology,EXCISION OF RUDIMENTARY UTERINE HORN,Therapeutic hysteroscopic operations on uterus (including endometrial ablation excluding microwave or radiofrequency ablation) +/- Mirena coil insertion,Major,No
Gynaecology,EXCISION OF SACRAL PRESSURE ULCER WITH PRIMARY SUTURE,Excision of pressure sore excluding repair,Intermediate,No
Urology,EXCISION OF SCAR,Scar revision up to 5cm - trunk & limbs,Minor,No
Thoracic Surgery,EXCISION OF SCAR,Scar revision up to 5cm - trunk & limbs,Minor,No
Colorectal Surgery,EXCISION OF SEBACEOUS CYST,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
Orthopaedics,EXCISION OF SEBACEOUS CYST,"Excision of lesion of skin or subcutaneous tissue - up to three, Trunk & Limbs (excluding lipoma)",Minor,No
Head and Neck,EXCISION OF SEBACEOUS CYST,"Excision of lesion of skin or subcutaneous tissue - up to three, Head & Neck (excluding lipoma)",Minor,No
Thoracic Surgery,EXCISION OF SEGMENT OF LEFT LOWER LOBE,Pulmonary lobectomy including segmental resection,Complex,Yes
Thoracic Surgery,EXCISION OF SEGMENT OF LEFT UPPER LOBE,Pulmonary lobectomy including segmental resection,Complex,Yes
Thoracic Surgery,EXCISION OF SEGMENT OF LUNG,Pulmonary lobectomy including segmental resection,Complex,Yes
Thoracic Surgery,EXCISION OF SEGMENT OF RIGHT LOWER LOBE,Pulmonary lobectomy including segmental resection,Complex,Yes
Thoracic Surgery,EXCISION OF SEGMENT OF RIGHT UPPER LOBE,Pulmonary lobectomy including segmental resection,Complex,Yes
,EXCISION OF SEGMENT OF RIGHT UPPER LOBE,Pulmonary lobectomy including segmental resection,Complex,No
Urology,EXCISION OF SEGMENT OF URETER FOR URETERAL STRICTURE,Excision of segment of ureter,Major,No
Urology,EXCISION OF SENTINEL LYMPH NODE,"Excision biopsy of lymph node for diagnosis (cervical, inguinal, axillary)",Intermediate,No
Gynaecology,EXCISION OF SENTINEL LYMPH NODE,"Excision biopsy of lymph node for diagnosis (cervical, inguinal, axillary)",Intermediate,No
Urology,EXCISION OF SKENE'S GLAND,External meatotomy of urethral orifice,Minor,No
Urology,EXCISION OF SKIN,Primary excision of malignant lesion - trunk and limbs,Intermediate,No
Head and Neck,EXCISION OF SOFT TISSUE,Removal of excess mucosa from mouth,Intermediate,No
